Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2936,201,24,120,23,2107,202,253,174,1996,Commanche,C7757,1
2986,297,21,421,60,1989,156,227,210,1342,Commanche,C7757,1
3119,38,25,600,59,1385,211,178,90,2178,Commanche,C7757,0
3370,94,11,301,48,2016,237,224,117,3354,Rawah,C8771,6
3009,78,18,351,70,228,240,204,88,1969,Commanche,C7757,1
3216,182,21,331,125,3673,221,248,150,446,Commanche,C7757,1
2666,45,7,295,13,1477,222,224,137,6060,Rawah,C4744,1
2939,72,5,0,0,1253,226,230,138,2236,Rawah,C7202,0
2741,76,14,285,25,1672,237,213,105,2347,Rawah,C4744,1
2983,103,21,150,41,3749,250,207,75,2739,Rawah,C7745,1
2822,244,14,150,5,1080,190,251,197,150,Commanche,C7202,0
3180,22,27,309,104,1055,193,172,104,757,Rawah,C7201,0
2331,330,24,201,134,1422,155,202,183,940,Cache,C4703,2
3215,42,13,390,10,2787,222,212,123,1073,Commanche,C7201,0
2788,35,17,134,15,2669,216,201,116,4393,Rawah,C4744,1
2973,358,32,390,118,395,154,163,133,1643,Rawah,C7746,0
2843,322,15,180,45,3221,180,223,183,433,Commanche,C4703,1
3339,91,12,268,53,1140,238,222,113,1366,Commanche,C8772,6
3147,161,26,488,147,696,235,236,115,1490,Commanche,C7709,1
2967,7,8,247,34,1825,210,224,151,2571,Commanche,C7202,1
3346,217,18,703,201,1124,198,254,187,4319,Neota,C7757,1
2930,45,3,60,-1,1860,220,232,149,365,Commanche,C7202,0
2545,140,8,175,0,573,232,238,138,5499,Rawah,C6731,1
2892,6,18,618,162,285,195,201,140,1211,Commanche,C4703,1
3177,22,18,120,18,1499,206,199,125,630,Commanche,C8772,0
3395,356,14,319,61,3680,197,215,155,3300,Commanche,C8776,6
2756,183,19,127,27,1443,222,249,152,2461,Commanche,C4703,1
3290,354,19,488,162,3762,186,204,154,3660,Commanche,C8776,6
2818,63,13,424,88,2704,231,214,113,1931,Commanche,C7756,1
2463,34,5,541,193,918,219,228,145,1063,Cache,C2717,5
2700,198,29,270,-35,1026,198,249,168,750,Commanche,C2704,1
2909,142,21,90,7,1422,245,230,104,2572,Commanche,C7757,1
2906,39,16,30,7,2163,219,202,113,1561,Commanche,C7757,0
2336,101,22,85,29,127,250,205,72,750,Commanche,C2704,2
3105,306,17,277,3,3785,170,228,197,1560,Commanche,C7201,0
3244,81,10,150,29,1200,233,223,121,2012,Neota,C7202,0
3227,60,4,30,0,757,223,231,144,1120,Neota,C7101,0
2661,34,25,309,178,892,207,177,94,1414,Commanche,C7757,1
3197,158,5,234,12,691,226,241,149,983,Neota,C7756,1
3362,227,24,153,12,1931,180,254,203,3728,Neota,C7757,0
2162,70,21,85,28,1343,237,194,78,342,Cache,C2704,2
3092,147,21,335,76,1800,243,232,107,2175,Commanche,C7757,0
3189,343,10,127,9,4490,200,225,163,875,Commanche,C7202,0
2774,338,9,67,10,3023,200,227,166,5400,Rawah,C4744,1
2483,351,14,150,33,904,195,215,158,323,Cache,C2717,2
3099,54,12,85,13,3503,227,214,118,1183,Rawah,C7745,0
3047,336,6,95,12,1742,206,231,164,1652,Commanche,C7202,0
3399,261,7,997,193,1189,202,244,181,1991,Commanche,C7756,0
2791,63,3,466,48,2951,222,233,146,6568,Rawah,C4744,1
3340,204,16,510,134,1851,210,253,174,1426,Commanche,C7756,0
2410,356,21,85,17,641,181,197,150,1233,Cache,C4703,5
3249,275,8,488,15,309,198,242,184,902,Commanche,C7756,1
2641,20,8,297,29,918,215,224,145,972,Rawah,C4744,1
3278,153,4,319,38,5172,225,240,150,721,Rawah,C7745,1
2872,200,17,175,-13,1806,211,253,171,1465,Commanche,C7757,1
3030,69,12,339,50,4499,233,215,113,722,Rawah,C7745,0
2933,184,4,150,6,4610,220,242,157,4354,Rawah,C7745,1
3176,314,14,60,12,691,181,228,187,2424,Neota,C7202,0
2828,127,12,67,12,3284,240,232,121,2791,Rawah,C4744,1
2521,351,6,268,62,210,209,229,159,395,Cache,C2717,1
2538,73,13,60,1,1507,235,215,110,4428,Rawah,C7745,1
2423,358,20,30,11,390,186,201,149,1260,Cache,C4704,5
3228,57,30,192,51,5472,224,162,50,1388,Rawah,C7745,1
3041,243,7,691,174,5988,207,246,176,3780,Rawah,C7745,1
3033,86,7,127,7,1082,231,228,130,2297,Rawah,C7745,1
3129,90,14,134,16,3904,240,218,105,3123,Rawah,C7745,0
2309,147,22,90,25,1510,243,231,105,759,Cache,C2704,2
2624,180,9,426,96,684,224,246,155,1579,Commanche,C2703,2
3358,196,10,90,23,3151,218,249,164,1994,Commanche,C7756,0
2719,182,5,90,10,1820,222,244,157,4183,Rawah,C7202,1
3036,219,12,488,1,2934,206,252,180,1749,Commanche,C7202,0
2943,29,5,277,57,3264,218,229,147,1756,Rawah,C7745,1
2939,115,22,67,13,1660,251,213,79,1533,Commanche,C4758,1
3040,359,10,350,7,573,205,222,154,685,Commanche,C7755,1
2284,118,35,175,96,1624,254,184,0,95,Cache,C2704,2
3171,29,24,631,-23,840,204,182,104,1615,Neota,C7757,0
2972,354,17,134,38,4116,189,207,155,510,Rawah,C7745,0
2601,358,21,60,6,1718,184,197,147,2845,Commanche,C4703,5
2628,162,5,60,1,1570,225,241,150,350,Commanche,C4704,1
3319,298,17,433,101,4222,172,232,200,1902,Commanche,C7201,0
3331,187,14,212,52,3649,221,249,158,1611,Commanche,C7756,0
3249,28,8,42,-1,3121,217,223,141,2676,Commanche,C7202,6
2820,80,4,120,10,2340,225,232,142,2650,Rawah,C7745,1
2852,0,22,283,37,2292,183,194,144,1167,Commanche,C7757,1
2814,282,18,212,58,2094,167,238,210,1018,Commanche,C7755,1
3133,55,14,60,-1,1641,228,210,112,592,Commanche,C7755,0
2963,265,8,234,1,5708,200,244,182,1989,Rawah,C7202,0
3034,61,12,446,125,4312,230,214,115,4684,Rawah,C7745,0
2959,253,12,382,43,5434,193,248,193,3758,Rawah,C7745,1
2299,81,14,60,18,192,238,214,104,451,Cache,C4704,2
2070,346,30,247,186,270,147,176,157,42,Cache,C4703,2
2335,297,6,210,52,1221,202,238,175,987,Cache,C4704,5
2902,97,18,42,8,469,246,211,87,1752,Rawah,C7745,1
3088,8,8,285,30,5051,211,223,150,2732,Rawah,C7201,0
2310,219,6,150,53,999,213,246,170,834,Cache,C2717,2
3218,63,4,306,-17,552,224,231,143,2340,Rawah,C7201,0
2496,166,29,242,91,1215,230,235,114,1170,Commanche,C2705,2
3014,309,12,541,104,1605,187,232,185,2285,Commanche,C7756,1
2948,131,15,218,53,2274,243,231,114,1998,Commanche,C7700,1
2871,66,9,443,51,2160,229,223,127,2799,Rawah,C7745,1
3014,20,11,301,10,5135,212,217,140,4488,Rawah,C7745,0
3188,5,15,708,167,4412,200,210,145,2126,Rawah,C7745,0
3297,193,12,589,83,858,219,249,163,2706,Commanche,C7756,1
3008,130,16,594,196,601,244,230,110,1207,Rawah,C7745,1
3310,180,9,1120,194,2478,224,246,155,2126,Commanche,C7755,6
3207,31,22,162,48,666,208,185,104,1589,Rawah,C7201,0
2839,53,23,30,7,459,225,183,79,330,Commanche,C7202,1
2569,111,27,618,-30,603,254,201,57,1337,Commanche,C2705,2
2949,324,9,30,9,1671,198,231,172,503,Commanche,C7202,1
2959,222,11,124,28,2461,206,251,180,1465,Commanche,C7790,1
3206,350,16,150,41,1362,190,212,159,2503,Rawah,C7745,0
3135,40,11,488,98,2553,221,215,127,1371,Commanche,C7756,0
3076,34,5,90,0,1289,219,228,145,940,Rawah,C7201,0
3259,27,18,242,67,1110,210,199,120,1650,Rawah,C7202,0
2781,13,11,162,17,240,209,217,144,977,Rawah,C7746,1
3305,358,15,124,17,2255,196,211,152,2177,Neota,C8771,1
3288,101,8,85,20,5754,235,229,126,679,Rawah,C7201,0
3156,339,7,180,30,2281,206,231,163,732,Commanche,C7202,1
2951,229,28,295,167,2634,167,252,210,782,Commanche,C4758,1
2803,288,11,433,89,3803,189,239,190,1698,Commanche,C7702,1
2989,58,26,277,90,2084,228,176,66,1744,Commanche,C7757,0
2376,106,9,247,119,1422,235,229,125,942,Cache,C2703,2
2594,13,16,270,94,1717,203,205,136,942,Commanche,C4703,5
2811,343,12,395,76,1664,195,221,165,2579,Rawah,C7745,1
2886,77,23,0,0,433,241,192,69,1740,Rawah,C7746,1
3297,260,14,616,114,741,184,247,201,365,Neota,C7757,0
3275,336,8,234,38,446,203,230,166,1243,Neota,C7756,1
3361,305,8,819,125,976,198,236,177,2226,Commanche,C7756,0
2886,277,10,242,42,2230,192,242,189,1266,Commanche,C7755,1
2624,31,10,201,25,1565,218,219,136,4843,Rawah,C4744,1
2698,135,8,60,-2,1478,233,237,135,819,Rawah,C7202,1
2907,285,35,421,273,1368,105,215,239,1639,Commanche,C7757,1
2990,332,16,120,9,3864,183,219,175,1510,Rawah,C7745,1
3208,0,9,124,-2,5394,206,222,154,900,Rawah,C7201,0
3389,184,12,313,77,1573,222,248,157,2960,Rawah,C8771,6
3525,270,9,285,113,3019,195,244,187,1727,Rawah,C8776,0
3028,111,12,300,56,2322,240,227,116,2375,Commanche,C7756,0
3261,169,11,127,22,3421,229,245,147,785,Commanche,C7757,0
2951,83,8,306,78,1863,231,227,128,1234,Rawah,C7745,1
3021,353,20,300,65,450,182,202,155,1410,Commanche,C7756,1
3162,141,12,30,10,3936,238,237,127,3205,Rawah,C7202,0
3238,72,18,228,19,1262,238,203,90,2635,Commanche,C7756,1
3146,6,7,594,20,3606,211,226,152,3648,Rawah,C7745,0
2802,95,22,150,54,382,249,203,72,1263,Rawah,C7746,1
2230,40,29,255,79,547,207,162,72,1660,Cache,C4703,2
3167,6,9,212,-1,1819,210,223,151,750,Commanche,C7755,0
2870,312,7,150,18,3140,201,235,173,2985,Rawah,C4744,1
2917,275,18,607,271,1320,168,241,211,1940,Commanche,C7757,1
2855,283,17,480,-81,3505,170,238,207,1458,Commanche,C4758,1
2955,21,14,234,24,2012,210,210,134,859,Commanche,C7755,1
3065,71,17,180,64,2051,237,204,93,2892,Commanche,C7757,0
3256,100,14,582,-8,806,243,219,102,2670,Rawah,C7201,0
2740,45,12,424,53,323,223,214,123,1020,Commanche,C4704,1
2891,42,22,201,67,4284,218,187,95,1052,Rawah,C7745,1
2941,331,15,228,3,1861,184,221,176,127,Commanche,C7202,0
2299,325,20,497,224,1282,167,214,185,1159,Cache,C4703,2
2917,153,13,216,48,1690,235,240,134,1323,Rawah,C7745,1
1994,307,34,120,102,150,108,198,219,162,Cache,C4703,2
2801,0,16,277,73,2418,195,209,150,630,Commanche,C7700,1
2950,172,16,713,150,2612,229,246,143,1600,Commanche,C7757,1
3769,344,14,983,323,5066,192,218,164,3178,Commanche,C8776,6
2689,44,16,391,-58,1342,222,202,110,1734,Rawah,C7746,1
2516,170,12,67,0,524,229,245,147,366,Rawah,C7745,1
2637,180,26,108,58,1797,220,245,141,1248,Commanche,C2705,2
3143,162,16,190,20,2355,234,242,135,872,Commanche,C7756,1
3133,256,15,0,0,2808,183,248,203,480,Commanche,C4758,0
3054,152,8,30,-2,5200,230,240,142,1573,Rawah,C7202,0
2801,315,18,108,39,3631,170,223,192,5670,Rawah,C7745,1
2564,344,4,127,11,1575,211,233,160,1677,Commanche,C2703,4
2858,130,16,0,0,5542,245,229,108,743,Rawah,C7746,1
3118,304,22,127,41,1978,153,222,207,458,Commanche,C7202,0
3144,81,7,331,69,1224,230,227,129,2884,Commanche,C7757,1
2565,358,14,240,19,1358,198,213,153,4255,Rawah,C6731,1
2886,268,8,60,2,1599,199,243,184,1565,Commanche,C7756,1
2541,313,18,30,2,1664,170,224,193,1514,Commanche,C4758,5
2807,148,11,67,10,2321,234,239,135,1199,Commanche,C4758,4
2763,54,12,90,14,1852,227,214,118,2230,Rawah,C4744,1
3017,8,9,212,40,4976,210,223,150,3842,Rawah,C7745,0
3128,353,16,270,50,2703,191,211,156,1142,Commanche,C7700,0
3180,25,15,268,16,3171,211,205,127,3152,Commanche,C7700,1
2870,70,7,0,0,3220,228,226,132,4079,Rawah,C7202,1
2704,154,8,85,19,1594,230,241,143,3398,Rawah,C4744,1
2453,257,11,30,16,1084,195,247,190,765,Commanche,C5101,2
2916,265,9,216,10,5370,198,244,185,5011,Rawah,C7202,1
2846,20,21,404,152,2787,201,191,120,1890,Rawah,C7745,1
2285,188,22,90,35,1036,215,250,157,390,Cache,C2702,2
2738,336,15,60,10,1148,186,219,171,2363,Commanche,C7757,1
2957,317,16,108,22,3840,176,224,187,1296,Rawah,C7745,0
3018,17,16,60,12,2493,205,205,133,999,Commanche,C7201,0
3067,33,16,626,148,4500,215,203,119,3671,Rawah,C7745,0
2928,277,8,42,-2,1879,199,242,182,1300,Commanche,C7756,4
3182,325,4,190,20,2748,210,235,163,1207,Commanche,C7202,0
2749,73,20,371,75,390,239,198,81,2388,Rawah,C7745,4
3005,343,6,30,2,3919,208,231,161,1224,Rawah,C7746,1
2767,68,14,0,0,1316,233,212,108,2283,Rawah,C7745,1
2861,323,32,108,54,875,122,188,195,1230,Commanche,C7757,0
3110,331,6,633,-75,1001,206,233,165,1128,Neota,C7202,1
2543,188,7,170,3,633,221,245,159,977,Rawah,C4201,1
2985,145,13,60,0,4243,238,237,127,3893,Rawah,C7745,1
2150,325,30,108,67,768,131,191,191,940,Cache,C4703,5
2847,154,18,446,228,1620,238,238,123,1441,Commanche,C2705,1
2896,142,11,67,8,3969,236,238,131,3997,Rawah,C4744,1
2741,29,16,175,0,2160,213,204,123,735,Commanche,C4703,1
3199,59,4,474,-21,5418,223,231,143,2003,Rawah,C7201,0
2571,342,6,192,12,1572,208,231,162,1732,Commanche,C2703,4
2520,43,9,210,19,268,222,220,132,870,Rawah,C4744,1
3016,297,4,127,10,4368,208,238,169,805,Rawah,C7745,1
2938,202,15,212,63,4329,211,252,172,1567,Rawah,C4744,1
2780,71,12,210,33,1645,233,216,113,1273,Commanche,C4703,0
3185,315,2,255,87,2882,213,237,162,1116,Commanche,C7756,1
3090,22,4,295,5,1318,217,230,150,1410,Neota,C7202,1
2877,36,15,0,0,532,218,207,121,1753,Rawah,C7745,1
2959,55,11,95,17,3813,227,216,121,5179,Rawah,C7745,1
3216,328,7,150,0,323,203,232,168,882,Neota,C7700,0
3148,196,17,518,136,2040,214,252,166,1950,Commanche,C7757,1
2925,141,17,127,57,2160,243,233,114,1655,Commanche,C4758,1
2789,58,13,417,32,3009,229,212,114,2518,Rawah,C4744,1
3419,94,14,420,134,2008,241,219,105,1613,Rawah,C8776,0
3049,63,8,350,13,1261,228,223,128,2854,Rawah,C7745,1
2969,202,7,85,0,1243,217,246,165,750,Commanche,C7756,1
3217,15,11,659,100,1034,211,218,143,2126,Commanche,C7201,0
3361,281,10,854,104,938,192,241,189,2240,Commanche,C7756,0
3184,276,5,514,11,1758,207,241,173,342,Commanche,C7202,0
2921,6,10,0,0,1190,208,222,150,2315,Commanche,C7756,1
2636,51,6,192,1,1116,223,227,139,1519,Commanche,C4704,1
3208,156,8,30,0,1055,229,241,145,1343,Rawah,C7202,0
3081,343,10,541,80,2205,200,225,163,2554,Commanche,C7756,0
2523,210,19,108,32,1104,203,254,181,1222,Commanche,C2705,2
2936,47,10,283,66,1902,224,219,129,2489,Commanche,C7756,1
2801,312,6,330,127,1361,203,235,172,700,Commanche,C7756,1
2645,40,20,228,21,1740,218,193,103,2124,Commanche,C4704,1
3093,135,4,30,0,4074,226,238,146,2885,Rawah,C7745,1
2650,61,6,150,-2,1301,225,227,136,6110,Rawah,C4744,1
2891,111,22,351,133,1577,251,211,77,1678,Commanche,C4758,1
2981,6,7,30,2,4934,211,226,152,1132,Rawah,C7102,1
3028,320,18,283,-11,4688,172,220,187,228,Rawah,C7746,1
2727,30,8,201,22,2320,218,223,141,6991,Rawah,C4744,0
2790,30,17,175,3,2860,213,202,120,2259,Commanche,C4703,0
2894,338,22,306,81,2897,168,204,172,1776,Commanche,C7757,1
2963,32,7,30,0,5511,219,224,142,2234,Rawah,C7202,0
2525,12,15,60,11,424,204,209,140,3113,Rawah,C7745,1
3156,287,14,300,47,201,180,239,198,3132,Commanche,C7202,1
2955,37,24,242,39,4891,211,180,93,3326,Rawah,C7745,0
2972,58,12,192,-25,3881,228,215,118,1396,Rawah,C7745,1
2638,125,33,495,230,470,253,196,42,1425,Commanche,C2705,2
2833,20,20,277,28,3072,202,194,123,2347,Commanche,C4703,0
3279,37,14,42,1,2556,219,207,121,1655,Commanche,C7700,0
2111,305,41,30,34,162,79,182,225,646,Cache,C4703,2
3411,102,14,511,-12,2055,242,221,105,2825,Neota,C8772,0
3034,0,0,726,69,5638,218,238,156,5729,Rawah,C4744,1
2561,345,18,150,55,1727,182,209,164,1785,Commanche,C4703,1
2978,38,20,108,10,5225,216,193,105,2270,Rawah,C7745,0
2527,290,12,319,19,685,185,238,193,1170,Cache,C2717,1
3260,170,17,532,144,2796,230,245,140,3339,Commanche,C7757,1
3033,45,12,60,-2,3398,223,214,123,395,Rawah,C7745,0
2654,122,8,170,43,1802,233,234,133,4836,Rawah,C4744,1
2940,0,6,0,0,2373,212,229,155,782,Commanche,C7102,0
2731,330,15,42,10,2391,182,220,177,6470,Rawah,C6101,1
2973,25,8,306,117,2469,216,223,143,2155,Commanche,C7756,0
2784,333,21,95,28,1290,166,207,177,2512,Commanche,C7757,1
3792,7,17,1032,383,4729,196,203,141,2837,Commanche,C8776,6
3132,66,16,255,19,1260,234,207,101,2300,Commanche,C8772,0
3325,302,7,272,36,1605,200,237,177,1694,Commanche,C7756,0
2925,114,9,268,12,3538,236,231,125,4478,Rawah,C4744,1
2712,202,28,0,0,2724,195,251,176,1604,Commanche,C4758,1
2522,347,13,277,53,108,196,219,162,480,Cache,C2717,1
3079,87,30,741,-25,752,248,177,37,1746,Rawah,C7746,1
2288,108,25,234,101,1008,253,202,62,1308,Cache,C2704,3
2818,88,15,108,27,2067,241,214,99,1736,Commanche,C4758,1
3066,242,13,192,50,1256,195,250,192,2698,Commanche,C7757,0
3319,104,26,700,145,1782,253,196,53,2440,Neota,C7757,1
3052,22,10,277,12,1301,214,218,140,1812,Commanche,C7756,0
3276,354,10,42,6,4055,204,223,157,1719,Rawah,C7202,0
3003,88,29,660,207,1184,248,179,39,984,Rawah,C7745,1
2846,300,14,124,-2,3152,181,234,193,2648,Rawah,C4744,1
2664,342,17,390,-1,1205,184,213,167,1613,Rawah,C7746,1
2652,33,14,192,5,811,216,209,125,1746,Rawah,C7202,1
3389,92,16,134,3,2605,243,214,96,2032,Commanche,C8772,6
3161,144,14,30,4,1324,239,236,123,779,Commanche,C7201,1
3234,46,21,90,-8,3378,221,189,94,3859,Rawah,C8771,0
2954,320,21,339,105,1080,162,215,191,1031,Commanche,C7757,1
2958,336,9,0,0,2179,201,229,167,942,Rawah,C7102,0
2920,347,9,212,20,3076,204,226,161,2188,Commanche,C7756,0
3031,324,17,153,20,2853,175,220,184,2359,Commanche,C7700,0
2777,0,12,60,-22,120,203,218,152,1325,Rawah,C7746,1
2995,117,10,85,10,2162,237,231,125,1201,Commanche,C7755,1
2965,234,13,384,56,5804,198,251,189,3247,Rawah,C7745,1
3207,125,4,240,-15,4213,226,237,145,1128,Rawah,C8771,0
3132,83,12,153,19,3820,237,218,110,3010,Rawah,C7745,0
2833,62,15,454,99,240,231,208,106,942,Commanche,C4704,1
2687,38,22,162,58,808,214,186,97,1167,Commanche,C7757,1
3331,54,15,182,9,3156,228,207,109,1920,Rawah,C7745,6
3014,234,18,404,39,5955,187,253,200,1784,Rawah,C7745,1
3177,51,18,120,-4,1624,226,198,100,2552,Rawah,C7745,0
3192,304,13,295,45,2431,185,233,188,430,Commanche,C7756,0
2975,285,20,247,64,5665,161,236,213,1114,Rawah,C7745,1
3406,76,12,666,211,1233,234,218,114,973,Neota,C7755,0
2717,20,22,277,48,1328,200,189,119,2652,Commanche,C4703,1
3083,234,6,636,-65,5955,209,246,174,1556,Rawah,C7102,0
2167,51,39,319,210,361,206,127,21,216,Cache,C2702,2
3098,307,5,426,-22,2329,207,237,169,2547,Commanche,C7756,1
2875,207,13,450,75,2431,212,251,173,1956,Commanche,C7702,4
3033,101,5,30,1,2828,228,233,139,2821,Rawah,C7202,0
3330,278,12,42,25,2610,188,242,193,3547,Neota,C7757,0
2525,113,13,60,-17,1317,242,226,110,1448,Commanche,C2705,2
2999,99,12,258,39,977,240,222,110,2506,Rawah,C7745,1
3267,344,21,781,191,1131,173,203,165,2147,Commanche,C7202,1
3219,47,9,67,10,5260,223,220,131,437,Rawah,C7201,0
3048,135,3,42,2,3003,224,238,150,658,Rawah,C7202,1
2344,310,15,210,137,258,179,229,190,1415,Cache,C4703,2
3189,284,7,242,-24,3220,200,240,179,1256,Rawah,C7745,1
3167,37,19,258,53,5151,216,194,106,2940,Rawah,C7201,1
2975,350,11,541,-6,4442,200,221,160,3261,Rawah,C7202,0
3040,236,5,1103,204,2970,211,244,171,1215,Commanche,C7790,1
3026,118,4,0,0,1935,226,236,145,1593,Rawah,C7202,0
3056,243,7,277,53,1653,207,246,176,1550,Commanche,C7202,0
3021,31,12,384,41,4818,216,213,130,228,Rawah,C7102,1
3083,286,4,240,40,350,208,239,170,644,Neota,C7202,0
3001,23,18,306,-9,3649,207,200,124,5783,Rawah,C7745,0
2707,123,24,342,73,2456,252,214,76,2230,Commanche,C4703,2
3395,323,2,268,19,2951,213,236,161,2021,Rawah,C8772,0
3193,186,18,256,-16,3266,220,250,157,794,Commanche,C7757,1
2975,211,33,390,38,3542,174,249,189,1260,Commanche,C4758,1
2957,110,10,297,55,1604,237,230,123,759,Commanche,C7756,1
3267,242,6,247,33,240,209,245,173,890,Commanche,C7756,0
3142,123,16,127,26,5091,245,227,106,1316,Rawah,C7745,0
2847,18,15,646,117,120,207,207,134,1215,Commanche,C4704,1
2320,330,10,446,137,1249,196,228,171,1155,Cache,C2717,2
3037,225,9,853,33,6019,208,249,177,3833,Rawah,C7745,1
2748,18,16,60,7,1484,206,204,132,1423,Commanche,C4703,0
3112,141,10,360,66,1591,235,237,132,616,Commanche,C7756,1
3386,357,14,819,115,1288,197,213,153,1689,Commanche,C8771,6
3385,176,17,331,50,2970,226,247,146,1718,Commanche,C7756,0
3050,5,9,150,6,2514,209,223,152,2856,Commanche,C7756,1
2684,93,5,85,-5,1412,228,232,138,408,Rawah,C7202,1
2989,76,7,309,38,3732,229,227,131,1921,Rawah,C7745,1
2883,195,13,424,83,2389,217,250,165,1914,Commanche,C7702,1
3014,54,6,716,174,5459,224,227,138,5310,Rawah,C4744,1
3293,208,11,408,77,516,212,251,173,765,Neota,C8776,1
2261,356,13,30,2,1320,198,216,155,552,Cache,C5101,5
2668,62,24,190,26,1637,232,184,71,1158,Commanche,C4758,1
2906,47,16,485,254,497,224,203,109,1639,Rawah,C7745,1
2956,351,10,218,72,484,202,223,159,1638,Commanche,C7756,1
2717,343,10,0,0,1348,200,225,163,1536,Commanche,C7102,1
3185,161,9,285,45,825,229,242,145,2362,Rawah,C7201,0
2593,51,6,300,-1,750,223,227,139,5476,Rawah,C7745,1
3220,90,0,825,36,1224,219,237,155,2250,Commanche,C7756,0
2946,4,16,85,13,698,197,207,145,1871,Commanche,C7700,0
2788,335,21,108,22,1655,167,207,176,1645,Commanche,C4758,5
3229,90,12,552,80,604,239,220,110,1761,Rawah,C7201,1
2920,83,23,85,27,2071,245,193,66,1614,Commanche,C7755,1
2582,27,11,180,40,722,215,217,137,488,Rawah,C7745,1
2919,300,8,268,23,5407,199,237,178,5508,Rawah,C7202,1
3154,33,10,474,19,2068,218,219,136,1050,Commanche,C7755,0
2960,355,17,108,27,1962,191,208,154,2658,Commanche,C7757,1
3185,161,10,201,36,993,230,243,143,2100,Neota,C7202,0
2827,348,6,0,0,1082,209,231,160,1350,Commanche,C7202,0
2853,358,12,247,42,1448,201,217,154,2913,Commanche,C4704,0
2984,97,8,430,64,1958,234,228,127,1269,Commanche,C7755,0
2862,73,31,30,17,335,238,165,35,2412,Rawah,C7746,1
3403,172,19,437,244,1650,229,245,140,666,Commanche,C8776,6
3034,168,18,708,35,5521,231,244,137,3101,Rawah,C7746,1
3093,30,24,382,16,3307,205,180,100,3070,Rawah,C7745,0
2032,261,25,371,110,454,150,243,226,920,Cache,C2702,5
3210,8,14,95,19,1371,203,212,145,417,Commanche,C7202,0
2823,110,6,674,35,751,230,234,138,1430,Commanche,C4704,0
2950,293,4,60,10,1661,209,239,168,532,Commanche,C7202,1
2962,202,3,0,0,5538,218,241,160,2197,Rawah,C7202,1
3151,344,25,589,75,408,162,192,163,1765,Commanche,C7757,1
2453,241,14,192,3,938,192,251,196,85,Cache,C2717,5
2834,17,19,277,55,1481,200,196,128,2676,Commanche,C7757,1
3253,30,13,162,34,1369,216,212,130,2403,Rawah,C7202,0
2352,21,14,240,155,1532,210,209,133,939,Cache,C2703,2
2981,260,15,285,46,4998,183,247,202,2058,Rawah,C7745,0
3181,200,15,531,115,1979,213,252,170,967,Rawah,C7745,1
3109,287,5,192,-4,1348,206,240,172,1800,Commanche,C7756,1
3240,329,6,509,42,484,207,233,165,1725,Neota,C7202,0
2574,37,9,210,58,1660,220,220,135,1827,Commanche,C4704,1
2968,331,9,313,71,3966,200,230,169,5349,Rawah,C4744,1
3287,211,6,467,65,3709,216,245,166,2563,Rawah,C7202,0
3066,39,28,283,57,4777,209,167,77,1800,Rawah,C7745,0
3378,173,10,859,198,1048,226,245,150,661,Neota,C7102,0
3182,84,7,495,89,3059,231,227,129,3379,Rawah,C7746,0
2798,300,9,0,0,4941,195,237,182,4686,Rawah,C7746,1
2880,34,9,30,2,5620,219,221,137,1024,Rawah,C7202,1
2882,259,41,170,98,2388,95,225,247,1671,Commanche,C4758,0
2530,41,5,42,-2,769,220,229,145,832,Rawah,C4201,0
3383,82,27,571,154,607,245,183,50,514,Neota,C8776,6
2591,41,15,268,22,1482,221,205,116,4306,Rawah,C7745,1
3094,46,13,60,4,768,224,211,119,1498,Rawah,C7201,0
3138,176,11,0,0,2997,226,246,152,1084,Commanche,C7757,1
3278,253,11,277,83,4966,196,247,189,1121,Rawah,C7745,1
3099,36,13,212,51,2791,219,211,126,886,Commanche,C7201,0
2972,38,10,376,10,2281,220,217,131,2412,Commanche,C7755,1
3072,9,22,268,95,2521,190,191,132,1173,Commanche,C7700,0
2312,154,12,212,50,300,234,241,136,454,Cache,C2705,2
3015,265,25,330,104,5538,147,241,227,993,Rawah,C7745,1
3055,211,18,446,129,2113,202,254,182,1532,Commanche,C7757,1
3103,55,13,60,-2,808,228,211,113,1864,Commanche,C7201,0
3209,156,20,60,7,1207,238,238,121,2584,Rawah,C7201,0
2959,278,5,216,23,5640,206,241,173,2016,Rawah,C7202,0
3167,45,10,751,93,1579,223,218,129,2586,Commanche,C7756,0
2847,257,25,67,26,5257,152,245,226,4663,Rawah,C7700,1
2871,116,13,134,-33,1355,242,227,111,1772,Rawah,C7745,0
2657,175,18,319,65,2873,227,247,144,1908,Commanche,C4704,1
3352,55,13,85,5,4537,228,212,115,4156,Commanche,C7202,6
2814,248,17,382,94,371,182,250,204,1992,Commanche,C4703,1
3292,149,21,684,190,573,242,233,109,4502,Neota,C7757,0
3153,355,14,918,357,1395,197,215,155,1041,Commanche,C7755,0
2876,171,29,108,29,1561,226,238,124,2329,Commanche,C4758,1
3350,117,13,366,58,1775,241,228,114,3104,Neota,C8771,0
3288,131,25,810,134,1276,251,217,78,2548,Rawah,C8772,0
3138,25,13,541,121,1643,213,210,132,2649,Commanche,C7755,0
