Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2610,326,14,0,0,641,183,223,179,1533,Rawah,C7102
3093,194,10,335,-22,6166,218,249,164,2695,Rawah,C7745
3327,18,19,525,103,3072,202,198,127,3412,Commanche,C7756
3223,48,7,212,20,1795,223,224,136,1357,Commanche,C7755
3127,20,9,297,20,5601,214,221,143,875,Rawah,C7745
2870,356,19,150,25,582,185,202,151,433,Commanche,C7755
2027,176,25,67,21,323,223,244,138,579,Cache,C2704
2883,330,21,42,16,6334,166,210,180,4422,Rawah,C7700
3172,122,21,361,5,3141,250,218,85,2831,Rawah,C7745
2716,244,35,60,20,2623,131,242,232,1687,Commanche,C4758
2333,59,24,134,63,684,230,182,72,845,Cache,C2702
2877,119,7,30,1,3018,233,234,133,1733,Rawah,C7745
2638,0,2,30,4,1381,216,235,156,124,Rawah,C4201
3245,125,4,360,1,4321,226,237,145,2297,Rawah,C7201
2712,55,14,400,1,815,228,210,112,1905,Rawah,C4744
2890,109,15,60,8,3150,245,222,102,1939,Rawah,C7746
3380,351,14,845,109,1237,195,216,159,1806,Commanche,C8771
2855,178,33,42,46,1632,214,237,129,2343,Rawah,C7745
2989,9,23,365,92,2128,188,189,131,1919,Commanche,C7757
2693,198,22,0,0,2792,207,252,170,1138,Commanche,C4703
2818,343,14,90,20,3134,191,218,165,342,Commanche,C7757
3424,299,11,834,232,966,190,236,186,874,Neota,C7757
3171,4,22,379,30,2250,186,193,139,1379,Commanche,C7756
2979,214,32,270,153,2844,173,250,194,1140,Commanche,C4758
3174,349,17,150,26,840,186,209,159,1965,Rawah,C7202
2221,33,27,85,18,417,203,169,87,685,Cache,C4703
3248,191,14,564,25,2881,219,250,162,2974,Commanche,C7757
3110,233,12,216,12,2416,200,251,187,430,Commanche,C7756
3250,36,10,690,175,4074,219,218,133,3548,Rawah,C7745
3193,347,34,85,17,2455,137,166,153,2845,Rawah,C8772
3114,79,23,342,73,1318,243,191,66,1172,Commanche,C7756
3142,289,9,120,16,1528,194,239,185,631,Commanche,C7202
2986,77,15,67,15,4400,238,211,100,216,Rawah,C7745
2868,300,22,497,121,1861,155,225,209,2042,Commanche,C4758
3210,193,13,323,47,2780,218,250,163,914,Commanche,C7756
2743,42,7,218,24,2255,221,225,138,6237,Rawah,C4744
2431,78,15,180,37,618,238,211,99,1062,Commanche,C2705
3106,21,12,390,56,3792,212,215,138,4323,Rawah,C7745
3003,236,11,255,55,808,201,250,185,908,Commanche,C4758
3242,74,10,150,29,4241,232,222,122,1982,Rawah,C7202
3014,326,2,0,0,2971,215,237,160,658,Rawah,C7101
2872,251,35,124,91,2430,123,238,238,1756,Commanche,C4758
2952,343,13,708,32,5496,194,220,165,1953,Rawah,C7745
3109,315,5,547,55,2322,206,235,169,2240,Commanche,C7756
2847,61,12,342,47,1601,230,215,117,2739,Commanche,C7757
3117,250,5,0,0,1471,209,243,172,799,Commanche,C7103
3361,114,12,457,69,1883,241,228,115,2996,Neota,C8771
3116,93,9,95,-8,1064,234,227,125,2308,Rawah,C7745
3237,336,9,0,0,4519,201,229,167,458,Rawah,C8771
3070,34,17,300,100,1865,215,201,117,3748,Rawah,C7745
2965,330,19,433,70,953,173,214,179,1664,Commanche,C7757
3188,284,33,190,32,598,114,220,236,2072,Neota,C7202
3008,103,9,443,38,1421,235,229,125,2131,Commanche,C7202
3262,15,21,242,99,4310,197,193,127,1396,Rawah,C8771
2315,45,3,256,85,324,220,232,149,674,Cache,C2703
3289,190,7,592,154,721,220,246,160,4715,Neota,C7756
2836,74,12,664,106,3031,234,217,114,1611,Commanche,C4703
2971,137,15,127,-2,4897,242,233,116,600,Rawah,C7746
3047,256,4,553,78,5488,210,242,170,1140,Rawah,C7745
2902,344,22,90,21,5380,171,201,164,999,Rawah,C7745
3279,85,17,150,0,1611,242,208,89,1776,Rawah,C8772
2948,261,23,361,134,1679,158,245,221,646,Commanche,C7755
2919,74,15,285,55,3222,237,210,101,2391,Rawah,C4744
2988,188,32,242,97,1855,203,243,150,2188,Commanche,C7757
2955,0,1,42,0,1236,217,236,156,212,Commanche,C7756
2746,225,32,330,-22,2352,161,250,209,1774,Commanche,C2705
2702,53,5,120,15,1825,223,229,142,3782,Rawah,C7202
3502,20,13,603,154,4291,210,211,136,3369,Commanche,C8776
3159,287,8,309,-59,3381,198,240,181,1234,Rawah,C7745
3040,264,11,573,71,5515,192,245,192,1142,Rawah,C7745
3383,13,6,853,193,1172,214,227,150,764,Neota,C7755
2972,237,11,514,73,5708,200,250,187,5665,Rawah,C7745
3138,81,5,162,5,661,226,231,140,2389,Neota,C6731
3060,4,11,175,37,2343,206,220,151,1842,Commanche,C7756
3178,347,5,323,11,1544,210,231,160,153,Commanche,C7202
3258,25,7,90,17,3450,217,225,145,1943,Rawah,C7745
3041,246,9,391,53,2412,201,247,184,1237,Commanche,C7756
2964,321,10,192,33,3034,195,231,175,1290,Commanche,C7755
2830,200,20,124,31,1418,209,253,171,2089,Commanche,C4758
3279,136,21,446,98,1624,247,226,97,1218,Neota,C7757
2560,27,11,300,32,551,216,216,136,1321,Commanche,C2703
2796,335,10,30,4,2382,198,227,168,1814,Rawah,C7202
2875,228,17,85,22,4075,193,253,194,3571,Rawah,C7746
3164,165,12,547,-42,488,230,244,143,1931,Commanche,C7202
2706,117,22,30,-16,272,251,214,79,511,Rawah,C7746
2528,34,3,30,0,458,219,232,149,2121,Rawah,C7102
2777,56,2,255,20,2873,220,235,151,2100,Rawah,C4744
2543,117,10,134,4,2621,237,231,125,2548,Commanche,C6102
2934,133,16,85,15,1495,244,230,110,2580,Commanche,C7757
3020,328,4,108,0,4391,209,234,164,1031,Rawah,C7745
2965,28,10,900,167,2714,216,218,137,706,Commanche,C7755
3333,63,27,67,44,4078,232,175,58,3952,Rawah,C8776
2991,30,9,391,72,4879,218,220,138,6011,Rawah,C4744
3407,326,14,886,134,2310,185,224,178,1279,Commanche,C7756
3060,55,11,216,59,5653,227,215,120,4548,Rawah,C7745
2930,299,19,391,56,870,163,229,205,1871,Commanche,C7756
2769,174,9,170,25,1777,226,245,152,2290,Rawah,C4744
3244,349,5,891,171,1648,211,232,159,722,Commanche,C7700
2923,73,15,516,49,1838,237,209,100,2700,Commanche,C7755
2890,72,11,247,39,2577,233,219,117,2664,Rawah,C7745
3170,346,14,0,0,1075,193,218,163,1425,Rawah,C7745
2738,26,13,242,30,2060,213,211,132,3847,Rawah,C4744
3138,148,19,532,90,2629,242,235,114,2999,Commanche,C7757
2773,44,14,90,21,1409,222,208,117,2219,Commanche,C7757
2923,9,7,331,69,2919,212,225,151,2414,Rawah,C7745
2837,45,5,362,44,2037,221,229,143,1851,Rawah,C7745
2950,338,5,258,9,5613,209,233,162,2058,Rawah,C7202
2523,79,5,60,0,2420,226,231,139,2343,Commanche,C6102
3046,343,25,182,50,470,162,194,165,2192,Rawah,C7746
2840,45,7,470,52,3333,222,225,138,6360,Rawah,C4744
3059,323,16,240,33,4837,179,222,182,2785,Rawah,C7745
2978,180,1,134,13,3306,219,239,157,6589,Rawah,C7745
2950,153,1,67,-2,4720,220,238,155,2335,Rawah,C7202
3333,104,10,42,-5,4474,237,228,121,4050,Commanche,C7202
2695,213,33,108,78,2270,173,249,192,618,Commanche,C2705
3086,318,6,612,1,1020,203,234,170,1080,Neota,C7202
3178,66,3,108,29,4789,222,233,147,1310,Rawah,C7746
2196,304,38,150,112,300,91,191,225,604,Cache,C4703
2726,40,12,474,51,531,221,213,125,1262,Commanche,C4704
3085,101,10,170,14,2631,236,227,121,3006,Commanche,C7756
3334,348,8,384,124,1589,205,227,160,2825,Rawah,C7202
2913,135,6,120,20,4709,230,237,141,1589,Rawah,C7746
2580,79,6,153,21,1022,228,229,135,1556,Commanche,C2703
2685,338,16,60,10,2201,184,216,170,2007,Rawah,C7745
2729,66,6,0,0,2537,227,227,135,6492,Rawah,C6101
3249,40,19,124,-1,1694,218,196,106,2806,Rawah,C7745
2945,244,16,379,39,5538,186,251,201,4909,Rawah,C7745
3052,349,14,162,39,4801,193,216,160,480,Rawah,C7746
2941,72,9,765,175,2489,231,223,125,666,Commanche,C4704
2904,328,21,242,36,1092,165,211,183,661,Commanche,C7202
3085,7,13,811,251,812,203,213,146,1345,Rawah,C7746
3334,23,12,212,42,1195,212,214,136,2576,Rawah,C8771
2893,121,6,210,11,3833,230,235,139,3660,Rawah,C7745
2844,53,16,150,39,2992,227,203,105,2222,Commanche,C7757
2825,51,22,134,37,4046,224,186,85,1072,Rawah,C7745
3202,52,8,42,-8,2287,225,222,131,2993,Rawah,C7745
2609,78,30,67,29,1570,242,171,36,1207,Commanche,C2704
3236,189,19,0,0,2447,217,251,159,3751,Neota,C7202
2576,329,4,162,48,854,210,235,163,1288,Commanche,C4704
3356,115,33,404,123,2022,254,188,33,1489,Rawah,C8772
2285,26,26,234,140,1064,198,175,101,1503,Cache,C4703
2828,348,14,295,42,1772,192,216,161,1425,Commanche,C4704
2832,28,13,228,44,1120,215,212,131,3189,Commanche,C7756
3253,99,14,210,12,2985,243,220,103,1262,Commanche,C7756
3130,332,4,127,13,1006,211,235,162,1456,Commanche,C7202
2952,322,17,127,39,4517,176,222,185,2265,Rawah,C7745
2952,68,15,192,20,4520,234,208,101,3903,Rawah,C7202
3124,133,11,301,6,2212,237,235,127,1866,Commanche,C7756
3097,45,5,300,20,2423,222,228,142,2101,Commanche,C7756
2850,50,12,201,34,3316,225,214,121,2910,Rawah,C4744
2964,78,26,402,147,598,242,181,52,732,Commanche,C7757
3041,84,7,785,76,5657,231,227,129,5608,Rawah,C4744
3272,43,15,170,13,1801,221,205,114,4761,Neota,C7201
2949,333,24,408,189,541,157,201,179,1249,Commanche,C7757
2392,316,24,127,21,664,149,212,199,607,Cache,C4703
2855,106,3,42,1,2429,226,235,145,524,Commanche,C7202
2852,217,12,67,12,721,206,252,180,258,Commanche,C7202
3010,291,6,190,13,2663,203,239,175,780,Commanche,C7756
3258,270,2,120,12,4350,214,239,163,633,Rawah,C8771
2775,158,13,30,1,1187,234,242,136,1034,Commanche,C2703
3034,0,18,150,20,331,190,203,147,1209,Commanche,C7756
3098,2,6,218,34,2379,212,229,154,2110,Commanche,C7756
3264,234,6,633,73,3555,210,246,173,2612,Rawah,C8771
2726,161,13,85,13,2160,233,243,139,1377,Rawah,C4744
3124,64,6,134,-1,1355,226,228,136,2151,Rawah,C7202
3119,45,12,277,26,4092,223,213,122,3101,Rawah,C7745
3308,72,11,300,26,1892,233,219,117,2564,Rawah,C8772
2938,126,16,162,50,1879,245,227,106,1116,Rawah,C7745
2598,88,7,67,-5,1594,231,228,129,1080,Commanche,C2703
3291,60,25,300,56,1719,230,180,68,1040,Commanche,C7755
3008,191,17,446,41,4672,217,251,162,1480,Rawah,C7745
3040,43,35,60,3,2506,203,143,0,1015,Commanche,C7757
3100,24,9,190,25,1677,216,222,142,3077,Commanche,C7756
3208,349,8,258,9,120,205,226,160,1922,Neota,C7202
2544,157,8,60,-5,1396,229,241,145,1358,Commanche,C2703
2778,45,5,376,43,2770,221,229,143,6702,Rawah,C4744
2741,52,22,408,177,1236,225,186,84,882,Commanche,C4758
2969,147,8,108,9,4385,232,239,140,2072,Rawah,C7746
3182,298,14,834,-20,1382,180,234,194,1315,Commanche,C7755
3008,260,4,977,112,5805,210,242,170,5940,Rawah,C7745
3448,322,11,541,79,4962,193,229,176,4298,Commanche,C8771
3114,308,13,234,1,3343,184,232,188,659,Rawah,C7745
3201,277,11,400,81,937,189,242,193,680,Commanche,C7756
3181,332,17,488,61,4084,180,217,176,751,Commanche,C7700
2888,29,17,0,0,323,211,200,120,2254,Rawah,C7745
2583,103,11,60,-1,1958,238,226,118,2058,Commanche,C4703
2443,326,24,330,193,765,153,205,188,1167,Cache,C4703
2888,308,5,134,7,1101,205,237,171,2227,Commanche,C7790
2263,75,19,95,16,1269,239,201,85,612,Cache,C2703
3139,277,8,192,24,967,199,242,182,1390,Commanche,C7202
3359,185,11,309,-27,3130,222,248,157,350,Commanche,C8771
2429,117,20,297,73,750,250,216,84,1350,Cache,C2702
2749,328,31,30,23,3454,129,186,187,5937,Rawah,C6101
2995,45,6,268,46,4334,222,227,141,5124,Rawah,C7745
3372,153,6,1057,170,2828,228,240,146,1543,Commanche,C8771
2952,90,4,162,16,3737,226,233,141,6119,Rawah,C7745
2988,99,15,192,36,4984,243,219,101,4261,Rawah,C7745
3088,212,4,268,-38,2382,216,244,165,1761,Commanche,C7202
2521,3,13,30,6,1983,202,215,149,1974,Commanche,C6102
2992,352,11,30,6,1055,200,221,159,2337,Rawah,C7745
2991,135,13,400,124,5883,240,234,121,4204,Rawah,C7746
3006,279,23,150,33,2724,152,236,221,1793,Commanche,C7201
3046,144,4,351,77,5394,226,239,148,854,Rawah,C7745
2345,216,15,324,107,841,204,253,182,649,Cache,C2717
2619,356,14,335,13,2713,197,214,154,2652,Commanche,C4703
2932,92,8,467,10,4750,233,228,128,3206,Rawah,C7202
3438,329,22,67,18,1694,162,208,182,1980,Neota,C8772
3145,212,10,390,67,175,211,250,173,1833,Commanche,C7202
3306,330,10,371,83,4497,196,228,171,2167,Commanche,C7201
2925,33,16,594,48,616,215,205,121,1048,Commanche,C7755
2897,40,17,0,0,1740,219,200,111,1365,Commanche,C7755
3170,93,16,108,19,1940,243,214,96,1915,Commanche,C7755
2878,111,23,743,246,2676,252,208,70,1771,Commanche,C4703
2775,135,1,433,40,2782,220,238,154,6666,Rawah,C7102
3088,10,7,313,19,5117,213,226,151,2725,Rawah,C7201
2591,9,9,285,-8,900,211,223,149,1114,Commanche,C2705
2932,261,31,90,46,6194,131,238,236,4765,Rawah,C7700
2443,172,19,488,173,743,229,245,139,875,Cache,C2704
2576,99,3,67,-9,150,224,235,146,1448,Rawah,C4201
3100,323,12,162,25,2108,190,228,177,2343,Commanche,C7756
3073,90,23,379,137,1500,247,198,67,2502,Commanche,C7757
3235,45,22,127,43,1940,220,188,92,2254,Rawah,C8772
3222,265,10,404,15,769,195,245,189,2160,Commanche,C7756
2892,54,18,566,71,2075,228,198,97,1243,Commanche,C4704
3181,11,5,0,0,3743,215,230,152,1600,Rawah,C7202
3276,324,6,421,50,5476,204,233,168,1587,Rawah,C7745
3410,218,13,60,18,3784,205,252,181,2726,Rawah,C8776
3280,291,14,892,10,3353,181,237,196,1018,Commanche,C7201
3082,326,5,569,48,1025,206,234,166,1112,Neota,C7202
2984,298,10,421,69,2831,191,236,186,1651,Commanche,C7755
2395,98,14,95,25,492,242,219,103,878,Commanche,C2705
2013,323,28,30,15,67,139,199,194,484,Cache,C6102
3043,95,8,242,21,1850,234,228,126,1651,Rawah,C7746
2704,297,4,150,19,1624,208,238,169,3607,Rawah,C4744
2897,281,15,258,20,2906,178,240,201,2160,Commanche,C7201
3107,168,7,446,-11,2164,226,243,151,1748,Commanche,C7756
3082,208,5,0,0,1638,217,244,164,2205,Commanche,C7103
2980,338,15,0,0,947,186,217,170,2249,Commanche,C7700
2977,98,12,190,35,2021,240,223,111,2837,Commanche,C7756
3016,69,8,234,40,1677,229,224,128,1813,Rawah,C7201
2988,62,10,402,13,5778,229,219,122,3771,Rawah,C7745
3192,172,22,450,38,3471,228,244,135,878,Commanche,C7757
2939,32,23,60,-9,4319,208,184,102,1945,Rawah,C7746
2901,355,3,162,20,3907,215,234,157,3780,Rawah,C7745
3138,356,15,433,57,1142,196,213,154,2547,Commanche,C7755
3269,6,21,573,74,997,189,194,137,1638,Neota,C7757
2062,158,30,120,35,376,236,228,98,646,Cache,C2704
2792,138,6,201,14,2352,230,238,141,1943,Rawah,C4744
3234,162,18,467,31,1529,234,242,130,1465,Commanche,C4758
3298,332,11,671,23,2271,194,226,171,878,Commanche,C7756
3171,256,13,242,28,4380,190,248,196,895,Rawah,C7746
3312,95,17,511,155,1209,245,213,92,1087,Commanche,C8776
2733,65,26,175,89,180,234,178,60,1687,Rawah,C7746
2928,20,10,0,0,3770,214,220,142,1260,Rawah,C7202
2938,83,8,134,5,1243,231,227,128,2270,Rawah,C7202
3289,347,13,725,218,3548,196,219,162,2016,Commanche,C7756
3348,130,14,433,63,1761,243,231,114,1919,Rawah,C8771
2830,130,7,30,0,2372,232,236,136,2363,Rawah,C7745
3243,66,13,216,33,3085,232,213,110,2401,Rawah,C7745
2859,152,16,700,129,2902,238,239,126,1748,Commanche,C4703
3176,222,6,85,6,5683,213,245,169,1846,Rawah,C7202
3240,36,22,295,57,1423,212,187,101,283,Rawah,C7201
3190,50,15,765,-33,981,226,207,111,1852,Rawah,C7745
2968,64,9,335,29,2510,229,221,125,2222,Rawah,C7745
3189,148,4,85,8,4234,226,239,148,858,Commanche,C7202
3275,192,25,295,92,2148,210,250,161,1292,Commanche,C7757
3087,171,12,277,49,1979,228,245,147,1740,Commanche,C4758
3085,89,13,408,-24,1591,240,218,106,2958,Rawah,C7745
3000,156,10,85,5,2155,232,242,141,4063,Rawah,C7202
2704,15,12,127,3,916,209,215,142,2054,Commanche,C7755
2479,113,25,212,-1,604,253,204,62,1380,Cache,C2706
3100,68,15,67,-4,2694,234,209,102,1931,Commanche,C7755
2857,350,23,216,44,2809,172,194,156,1839,Commanche,C7757
3125,177,21,210,34,3234,225,247,145,760,Commanche,C7790
2171,43,27,30,19,1020,214,171,76,430,Cache,C4703
3354,284,10,503,86,3062,191,240,189,1917,Rawah,C8772
2880,302,19,150,4,2663,164,228,203,1429,Commanche,C7700
3179,47,15,488,44,4692,224,205,111,2512,Rawah,C7745
3180,8,15,430,64,2026,202,209,143,3466,Commanche,C7755
3279,310,12,240,58,2039,187,232,185,2024,Neota,C7757
2907,217,12,85,3,4290,206,252,180,3919,Rawah,C7746
3269,77,9,0,0,3778,232,224,125,3759,Rawah,C8771
3012,286,9,484,97,2718,195,240,184,1624,Commanche,C7756
2845,6,18,150,19,2201,195,203,142,1617,Commanche,C7757
3298,21,12,408,69,1332,212,215,138,1871,Neota,C8771
2996,130,11,30,3,1008,239,234,123,1640,Commanche,C7202
3125,13,20,1080,256,2801,197,195,130,1850,Commanche,C7700
2859,344,14,769,129,108,190,217,165,1333,Commanche,C4704
2865,79,22,127,54,2341,243,194,70,1674,Commanche,C4758
2759,13,11,306,-1,1384,209,217,144,1208,Rawah,C7202
2983,35,11,794,185,2918,219,215,131,659,Commanche,C7756
2942,290,21,90,21,2586,158,232,213,2448,Commanche,C7757
3032,150,11,90,3,830,235,240,134,1523,Commanche,C7201
2872,61,7,30,-2,3478,226,225,133,4951,Rawah,C7102
3191,286,9,60,8,2247,195,240,184,573,Commanche,C7756
3188,50,4,360,27,1184,222,231,145,1922,Neota,C7202
2982,107,18,331,115,5966,247,216,90,4208,Rawah,C7745
2975,144,13,108,14,3754,238,237,127,2650,Rawah,C7745
3199,77,5,67,0,4997,227,230,138,1958,Rawah,C7201
2835,78,17,255,72,3193,240,206,91,1546,Commanche,C4703
2216,1,21,379,140,511,184,194,143,234,Cache,C4703
3100,54,15,255,30,3643,227,206,108,2695,Rawah,C7700
3106,299,16,247,64,1572,174,232,198,469,Commanche,C4758
3143,108,9,524,62,1477,236,230,125,2728,Commanche,C7756
3040,167,6,466,73,4458,225,242,151,1624,Rawah,C7745
2692,78,15,592,-49,3062,238,211,99,2676,Commanche,C4703
2952,352,9,331,32,5007,205,225,158,1892,Rawah,C7745
3006,297,3,67,1,5584,210,238,166,2099,Rawah,C7201
2964,347,6,95,-4,510,208,230,160,997,Neota,C7201
2757,47,9,216,11,2460,223,221,132,1657,Rawah,C4744
2913,74,16,0,0,2308,238,208,96,484,Commanche,C4758
3064,27,11,319,61,1031,216,216,136,1290,Commanche,C7756
3184,352,2,330,17,1557,216,236,157,182,Commanche,C7202
3088,258,6,437,34,2817,207,243,175,1782,Commanche,C7756
3162,348,20,360,86,1200,178,203,160,1684,Commanche,C7757
2926,50,4,30,0,1092,221,231,146,2347,Rawah,C7202
2596,165,7,0,0,3049,227,243,149,1262,Commanche,C4703
3470,190,11,674,134,4039,220,248,161,3053,Commanche,C8776
3335,280,27,459,125,642,135,231,230,960,Neota,C7757
3185,112,8,437,24,1283,235,231,128,1836,Neota,C7202
2472,0,11,30,-2,553,204,220,153,1129,Cache,C4703
2971,102,12,0,0,4505,240,224,111,1972,Rawah,C7101
2902,309,16,108,-5,2845,176,228,192,421,Commanche,C7756
2545,195,8,120,-1,2167,219,247,163,2030,Commanche,C2703
3003,41,24,247,144,467,214,178,87,2831,Commanche,C7700
3236,31,6,424,38,1110,219,228,145,1503,Neota,C7756
2800,74,15,90,18,2287,237,210,101,3301,Rawah,C7745
2695,340,17,90,20,2164,182,213,169,1997,Rawah,C7745
3132,127,14,150,26,3636,243,230,112,4217,Rawah,C7746
2927,4,10,240,6,2044,207,221,151,309,Commanche,C7756
3142,85,3,805,78,1814,223,234,147,2729,Commanche,C7756
2451,279,26,150,71,930,142,233,227,1415,Cache,C4703
2818,154,8,216,17,2584,230,241,143,2550,Rawah,C4744
2766,112,7,108,7,962,232,233,133,2377,Commanche,C4704
2814,135,3,127,10,3474,224,238,150,6224,Rawah,C4744
2928,119,19,636,130,3026,248,220,92,552,Commanche,C4703
2755,307,25,0,0,3583,143,216,209,5824,Rawah,C7746
3227,188,2,424,32,5864,219,240,157,1842,Rawah,C7201
3116,137,8,60,4,4101,232,237,137,1440,Rawah,C7201
2995,58,15,30,-2,5216,230,208,108,2135,Rawah,C7745
2553,155,18,108,22,1140,238,239,124,1832,Commanche,C2705
2768,63,10,424,38,2650,229,220,123,2060,Commanche,C4703
3105,298,7,134,9,2043,200,238,177,2445,Commanche,C7756
3339,311,10,150,13,1347,193,233,180,1921,Commanche,C7756
3283,225,10,351,56,3985,207,249,179,2355,Rawah,C7202
3126,87,13,469,20,3711,239,218,108,3668,Rawah,C7745
3230,57,20,180,31,2131,230,195,90,920,Rawah,C7201
2346,47,12,268,58,511,224,214,122,570,Cache,C2705
2591,60,20,339,27,1128,231,195,88,1230,Commanche,C4703
3033,245,17,342,67,1279,183,251,204,543,Commanche,C7756
3048,21,12,295,49,3058,212,214,138,1573,Commanche,C7756
3476,86,20,664,191,2176,245,201,77,1504,Rawah,C8776
2900,67,16,228,36,3037,234,207,100,2537,Rawah,C4744
3213,112,19,390,37,1471,249,216,87,1570,Commanche,C4758
2863,3,16,541,133,210,197,208,146,1129,Commanche,C4704
3255,304,7,170,10,5590,201,237,175,573,Rawah,C8771
2768,144,4,180,25,2718,226,239,148,5747,Rawah,C4744
3159,40,12,201,76,4980,221,213,125,1517,Rawah,C7745
3010,259,1,908,215,2821,216,239,161,1084,Commanche,C7790
3059,2,24,510,33,794,178,186,139,1301,Commanche,C7700
3286,139,4,90,26,5675,227,238,146,828,Rawah,C8771
2917,11,14,537,-14,1940,204,211,142,2975,Commanche,C7202
2952,78,15,242,35,5269,238,212,102,2471,Rawah,C7201
3163,34,16,362,50,1209,216,204,119,1253,Commanche,C7201
3122,336,23,408,57,3553,161,201,175,1473,Commanche,C8772
3019,174,14,323,50,4782,227,246,148,765,Rawah,C7745
2538,72,8,134,5,698,229,226,130,902,Rawah,C4201
3041,336,23,30,14,671,163,202,174,2384,Rawah,C7746
2707,195,18,60,-12,808,214,252,166,691,Commanche,C2704
2854,193,8,930,77,2341,219,247,162,1563,Commanche,C6102
2981,253,28,228,68,5190,147,245,228,1451,Rawah,C7745
2737,78,11,400,48,2216,234,220,116,5813,Rawah,C4744
2978,62,14,218,30,553,231,211,109,1753,Commanche,C7757
3041,274,10,537,50,5901,193,243,189,4518,Rawah,C7745
2932,284,2,30,4,1006,214,239,163,2281,Rawah,C7202
3311,17,15,384,84,1732,207,208,135,3000,Rawah,C8772
2766,27,20,470,64,3332,206,191,114,2821,Commanche,C4703
2976,15,14,182,52,3078,207,211,139,2051,Rawah,C7745
2698,268,32,342,174,1107,123,233,239,1501,Commanche,C7710
3054,352,18,810,185,2542,187,208,157,1860,Commanche,C7700
3037,118,4,42,-2,2575,226,236,145,3966,Rawah,C7202
3075,102,21,30,0,2754,250,207,74,3895,Rawah,C7201
2859,165,15,247,108,1980,232,244,138,860,Commanche,C4758
2834,109,15,509,85,3188,245,222,102,2685,Rawah,C4744
3376,129,18,497,143,1879,247,226,100,1689,Rawah,C8703
3017,333,2,42,2,4086,214,236,160,1101,Rawah,C7101
3143,168,10,212,21,2233,228,244,147,702,Commanche,C7756
3014,350,5,335,30,4146,210,231,159,1347,Rawah,C7745
3241,355,11,558,170,3323,201,220,156,1812,Commanche,C7756
2544,218,24,127,51,999,186,254,195,698,Commanche,C2705
2926,250,13,300,26,5380,192,249,195,4608,Rawah,C7745
2713,62,11,242,63,1082,230,216,118,2029,Rawah,C4744
2648,142,16,85,0,1291,241,235,118,800,Commanche,C2703
3012,146,17,150,21,210,241,235,118,1639,Commanche,C7201
3238,55,12,67,19,2791,227,215,119,2455,Rawah,C7745
2956,322,14,216,41,3000,184,226,181,2106,Rawah,C7745
2837,27,13,272,55,2429,214,212,131,3488,Rawah,C4744
2731,343,24,95,36,2737,165,196,166,2081,Rawah,C7745
3114,266,10,0,0,404,194,245,189,2165,Neota,C7201
3250,75,8,552,16,1350,230,225,127,2230,Rawah,C7745
3227,125,4,42,3,3231,226,237,145,2102,Rawah,C8771
3269,142,8,228,26,5321,232,238,139,730,Rawah,C7745
2828,15,11,85,8,1168,210,216,142,2418,Commanche,C4704
2993,29,6,404,49,3892,218,227,145,1455,Rawah,C7745
2922,138,22,228,117,957,247,226,97,525,Rawah,C7201
3164,67,8,366,48,2078,228,224,129,3007,Commanche,C7700
3001,99,9,162,32,5154,235,228,125,774,Rawah,C7746
2896,151,18,242,55,3000,240,237,120,3195,Rawah,C7746
2137,303,35,108,42,722,104,198,223,591,Cache,C4703
2903,61,11,480,138,1549,229,217,120,1740,Commanche,C7756
3055,108,25,180,8,570,253,201,60,1419,Rawah,C7746
3014,315,1,531,180,5342,216,237,159,5194,Rawah,C4744
3166,58,16,90,-2,1235,230,204,102,1148,Rawah,C7745
2845,95,15,42,12,2746,243,217,99,2760,Rawah,C7202
2527,45,11,351,95,1019,223,215,125,1262,Commanche,C2705
2891,105,20,371,95,875,249,212,82,920,Rawah,C7746
3099,91,10,395,28,1761,236,224,119,1514,Rawah,C7745
2788,339,23,503,229,1087,165,201,171,819,Commanche,C7757
1951,37,16,30,9,330,218,202,116,576,Cache,C2702
2623,49,14,95,23,655,225,209,115,1302,Commanche,C4703
3148,50,22,108,27,2704,223,185,85,1406,Commanche,C7700
3208,41,18,658,112,1398,219,199,108,2363,Commanche,C7756
2719,297,2,90,-4,1695,213,238,163,4175,Rawah,C4744
3213,99,12,30,7,2955,240,223,112,2407,Rawah,C7745
2724,16,11,212,75,2167,211,217,142,2310,Commanche,C4703
3041,309,3,150,18,2016,210,237,165,1661,Commanche,C7756
3017,272,13,390,74,5880,186,244,197,1772,Rawah,C7745
2985,241,6,870,99,1165,208,245,175,1983,Commanche,C7756
2788,341,14,60,15,4068,191,219,167,5455,Rawah,C6101
3031,301,17,85,25,3148,172,231,198,474,Rawah,C7745
2864,9,10,30,3,3515,209,221,149,3428,Rawah,C7745
2762,45,10,120,1,1304,223,218,129,967,Commanche,C4704
2533,141,3,256,12,255,225,238,149,1366,Rawah,C4201
3016,322,13,458,106,1641,186,226,180,2367,Commanche,C7756
3293,70,19,192,10,2214,237,198,85,4526,Neota,C8772
2709,64,14,351,-14,752,232,210,107,247,Commanche,C4703
2730,100,9,134,15,1243,236,227,122,2107,Commanche,C4704
3037,58,14,127,-6,4318,230,209,109,2560,Rawah,C7745
